fecha,t,m
2009-05-23,66,2
2009-05-23,72,1
2009-05-23,74,1
2009-05-23,75,1
2009-05-23,81,1
2009-05-23,85,1
2009-05-23,86,1
2009-05-23,92,1
2009-05-23,94,1
2009-05-23,95,1
2009-05-23,96,1
2009-05-23,98,1
2009-05-23,103,1
2009-05-23,107,1
2009-05-23,108,2
2009-05-23,110,1
2009-05-23,115,1
2009-05-23,116,3
2009-05-23,117,1
2009-05-23,120,1
2009-05-23,121,1
2009-05-23,122,1
2009-05-23,125,1
2009-05-23,126,2
2009-05-23,130,1
2009-05-23,132,1
2009-05-23,135,1
2009-05-23,136,1
2009-05-23,139,1
2009-05-23,141,1
2009-05-23,142,2
2009-05-30,2,1
2009-05-30,5,1
2009-05-30,7,1
2009-05-30,12,1
2009-05-30,13,1
2009-05-30,15,1
2009-05-30,19,1
2009-05-30,20,1
2009-05-30,22,3
2009-05-30,27,1
2009-05-30,31,1
2009-05-30,35,1
2009-05-30,51,1
2009-05-30,53,2
2009-05-30,55,1
2009-05-30,57,1
2009-05-30,59,1
2009-05-30,60,1
2009-05-30,61,1
2009-05-30,63,1
2009-05-30,65,1
2009-05-30,67,1
2009-05-30,69,2
2009-05-30,71,1
2009-05-30,72,1
2009-05-30,77,2
2009-05-30,81,1
2009-05-30,83,1
2009-05-30,85,1
2009-05-30,87,1
2009-05-30,90,2
2009-05-30,91,1
2009-05-30,92,1
2009-05-30,95,1
2009-05-30,99,2
2009-05-30,100,1
2009-05-30,101,1
2009-05-30,104,1
2009-05-30,106,3
2009-05-30,107,1
2009-05-30,108,1
2009-05-30,111,4
2009-05-30,112,2
2009-05-30,113,1
2009-05-30,114,2
2009-05-30,115,1
2009-05-30,118,2
2009-05-30,121,1
2009-05-30,123,1
2009-05-30,124,1
2009-05-30,127,2
2009-05-30,128,2
2009-05-30,133,2
2009-05-30,135,4
2009-05-30,136,2
2009-05-30,137,1
2009-05-30,138,2
2009-05-30,140,2
2009-05-30,141,1
2009-05-30,142,1
2009-06-06,2,1
2009-06-06,6,1
2009-06-06,7,1
2009-06-06,11,1
2009-06-06,12,2
2009-06-06,15,1
2009-06-06,19,1
2009-06-06,24,1
2009-06-06,30,1
2009-06-06,40,1
2009-06-06,44,1
2009-06-06,47,1
2009-06-06,52,1
2009-06-06,54,1
2009-06-06,56,2
2009-06-06,60,1
2009-06-06,65,2
2009-06-06,69,1
2009-06-06,71,1
2009-06-06,74,1
2009-06-06,75,1
2009-06-06,76,1
2009-06-06,79,1
2009-06-06,81,1
2009-06-06,84,1
2009-06-06,86,1
2009-06-06,87,2
2009-06-06,88,1
2009-06-06,90,2
2009-06-06,91,2
2009-06-06,94,2
2009-06-06,96,1
2009-06-06,100,3
2009-06-06,102,1
2009-06-06,104,1
2009-06-06,105,1
2009-06-06,107,1
2009-06-06,108,1
2009-06-06,109,3
2009-06-06,111,2
2009-06-06,112,2
2009-06-06,116,1
2009-06-06,117,1
2009-06-06,119,1
2009-06-06,120,1
2009-06-06,121,1
2009-06-06,122,1
2009-06-06,125,1
2009-06-06,126,1
2009-06-06,127,1
2009-06-06,128,1
2009-06-06,131,1
2009-06-06,132,1
2009-06-06,133,1
2009-06-06,134,2
2009-06-06,135,1
2009-06-06,136,1
2009-06-06,137,1
2009-06-06,138,1
2009-06-06,139,1
2009-06-06,142,2
2009-06-06,143,1
2009-06-06,144,1
2009-06-13,2,1
2009-06-13,3,4
2009-06-13,5,1
2009-06-13,6,1
2009-06-13,10,1
2009-06-13,11,1
2009-06-13,15,3
2009-06-13,18,1
2009-06-13,20,1
2009-06-13,22,1
2009-06-13,25,1
2009-06-13,38,1
2009-06-13,40,1
2009-06-13,43,1
2009-06-13,48,1
2009-06-13,52,1
2009-06-13,54,1
2009-06-13,55,1
2009-06-13,58,1
2009-06-13,62,1
2009-06-13,63,2
2009-06-13,67,1
2009-06-13,74,1
2009-06-13,75,2
2009-06-13,79,2
2009-06-13,80,1
2009-06-13,85,2
2009-06-13,86,2
2009-06-13,89,1
2009-06-13,91,1
2009-06-13,97,1
2009-06-13,104,1
2009-06-13,105,1
2009-06-13,107,1
2009-06-13,108,1
2009-06-13,110,1
2009-06-13,111,1
2009-06-13,112,1
2009-06-13,113,1
2009-06-13,114,1
2009-06-13,115,1
2009-06-13,118,1
2009-06-13,119,1
2009-06-13,129,1
2009-06-13,130,1
2009-06-13,132,1
2009-06-13,134,1
2009-06-13,135,3
2009-06-13,136,1
2009-06-13,137,1
2009-06-13,139,1
2009-06-13,143,3
2009-06-13,144,2
2009-06-20,2,1
2009-06-20,4,2
2009-06-20,6,1
2009-06-20,7,1
2009-06-20,9,2
2009-06-20,10,2
2009-06-20,11,2
2009-06-20,12,1
2009-06-20,15,1
2009-06-20,18,1
2009-06-20,20,1
2009-06-20,22,1
2009-06-20,27,1
2009-06-20,28,2
2009-06-20,33,1
2009-06-20,38,1
2009-06-20,43,1
2009-06-20,44,1
2009-06-20,46,1
2009-06-20,50,1
2009-06-20,63,1
2009-06-20,69,1
2009-06-20,70,1
2009-06-20,73,1
2009-06-20,75,3
2009-06-20,76,1
2009-06-20,79,1
2009-06-20,80,1
2009-06-20,83,1
2009-06-20,86,1
2009-06-20,87,1
2009-06-20,94,1
2009-06-20,95,1
2009-06-20,97,1
2009-06-20,102,1
2009-06-20,104,1
2009-06-20,106,1
2009-06-20,107,1
2009-06-20,109,2
2009-06-20,113,1
2009-06-20,116,1
2009-06-20,118,1
2009-06-20,119,1
2009-06-20,120,1
2009-06-20,121,1
2009-06-20,122,1
2009-06-20,124,1
2009-06-20,126,1
2009-06-20,127,1
2009-06-20,128,1
2009-06-20,135,1
2009-06-20,136,1
2009-06-20,137,1
2009-06-20,138,1
2009-06-20,140,2
2009-06-20,141,2
2009-06-20,142,1
2009-06-20,144,1
2009-06-27,1,2
2009-06-27,2,2
2009-06-27,3,1
2009-06-27,7,1
2009-06-27,11,1
2009-06-27,19,2
2009-06-27,22,1
2009-06-27,26,1
2009-06-27,39,1
2009-06-27,43,1
2009-06-27,45,1
2009-06-27,47,1
2009-06-27,48,1
2009-06-27,51,1
2009-06-27,52,1
2009-06-27,54,2
2009-06-27,56,1
2009-06-27,60,1
2009-06-27,61,2
2009-06-27,63,1
2009-06-27,70,1
2009-06-27,71,2
2009-06-27,72,2
2009-06-27,74,1
2009-06-27,77,1
2009-06-27,83,1
2009-06-27,84,1
2009-06-27,85,2
2009-06-27,87,1
2009-06-27,95,2
2009-06-27,104,1
2009-06-27,105,1
2009-06-27,106,1
2009-06-27,107,1
2009-06-27,111,1
2009-06-27,113,1
2009-06-27,114,1
2009-06-27,117,1
2009-06-27,119,1
2009-06-27,120,1
2009-06-27,124,2
2009-06-27,125,1
2009-06-27,126,2
2009-06-27,127,1
2009-06-27,129,1
2009-06-27,130,2
2009-06-27,133,1
2009-06-27,135,1
2009-06-27,136,1
2009-06-27,137,1
2009-06-27,142,1
2009-06-27,143,3
2009-06-27,144,1
2009-07-04,1,1
2009-07-04,2,2
2009-07-04,6,1
2009-07-04,11,1
2009-07-04,12,1
2009-07-04,14,1
2009-07-04,18,1
2009-07-04,21,1
2009-07-04,22,1
2009-07-04,26,1
2009-07-04,27,1
2009-07-04,39,1
2009-07-04,40,1
2009-07-04,51,1
2009-07-04,65,1
2009-07-04,72,1
2009-07-04,76,1
2009-07-04,88,1
2009-07-04,92,1
2009-07-04,104,1
2009-07-04,105,1
2009-07-04,106,1
2009-07-04,109,1
2009-07-04,110,1
2009-07-04,112,2
2009-07-04,116,1
2009-07-04,117,1
2009-07-04,120,1
2009-07-04,121,1
2009-07-04,126,1
2009-07-04,127,1
2009-07-04,128,1
2009-07-04,131,2
2009-07-04,133,1
2009-07-04,135,1
2009-07-04,139,1
2009-07-04,142,1
2009-07-11,1,1
2009-07-11,3,1
2009-07-11,7,1
2009-07-11,10,1
2009-07-11,14,2
2009-07-11,16,1
2009-07-11,18,2
2009-07-11,20,2
2009-07-11,25,1
2009-07-11,27,1
2009-07-11,30,1
2009-07-11,42,1
2009-07-11,54,1
2009-07-11,57,1
2009-07-11,62,1
2009-07-11,66,1
2009-07-11,67,1
2009-07-11,71,1
2009-07-11,72,4
2009-07-11,74,1
2009-07-11,75,1
2009-07-11,82,1
2009-07-11,85,1
2009-07-11,87,1
2009-07-11,90,1
2009-07-11,92,1
2009-07-11,94,1
2009-07-11,96,1
2009-07-11,97,1
2009-07-11,98,1
2009-07-11,103,1
2009-07-11,105,2
2009-07-11,109,3
2009-07-11,111,2
2009-07-11,112,1
2009-07-11,113,1
2009-07-11,116,2
2009-07-11,119,1
2009-07-11,121,1
2009-07-11,123,3
2009-07-11,126,1
2009-07-11,127,2
2009-07-11,128,1
2009-07-11,134,2
2009-07-11,137,1
2009-07-11,138,1
2009-07-11,139,2
2009-07-11,141,2
2009-07-11,142,1
2009-07-11,143,2
2009-07-18,2,2
2009-07-18,3,1
2009-07-18,4,1
2009-07-18,6,1
2009-07-18,9,1
2009-07-18,12,1
2009-07-18,13,2
2009-07-18,14,1
2009-07-18,15,1
2009-07-18,16,1
2009-07-18,17,1
2009-07-18,18,1
2009-07-18,21,2
2009-07-18,23,1
2009-07-18,25,1
2009-07-18,30,1
2009-07-18,33,1
2009-07-18,42,1
2009-07-18,53,1
2009-07-18,55,1
2009-07-18,56,1
2009-07-18,62,2
2009-07-18,63,1
2009-07-18,64,1
2009-07-18,65,3
2009-07-18,67,1
2009-07-18,68,1
2009-07-18,76,2
2009-07-18,77,1
2009-07-18,78,2
2009-07-18,81,2
2009-07-18,89,1
2009-07-18,96,1
2009-07-18,98,1
2009-07-18,103,1
2009-07-18,104,1
2009-07-18,106,1
2009-07-18,107,2
2009-07-18,113,3
2009-07-18,116,1
2009-07-18,120,1
2009-07-18,123,2
2009-07-18,127,2
2009-07-18,129,2
2009-07-18,131,1
2009-07-18,132,1
2009-07-18,134,1
2009-07-18,135,1
2009-07-18,137,1
2009-07-18,139,1
2009-07-18,141,2
2009-07-18,142,1
2009-07-25,1,1
2009-07-25,3,2
2009-07-25,5,1
2009-07-25,6,2
2009-07-25,9,2
2009-07-25,10,1
2009-07-25,11,1
2009-07-25,13,1
2009-07-25,14,1
2009-07-25,16,1
2009-07-25,22,1
2009-07-25,23,1
2009-07-25,26,1
2009-07-25,41,1
2009-07-25,46,1
2009-07-25,49,1
2009-07-25,58,1
2009-07-25,60,1
2009-07-25,61,1
2009-07-25,63,1
2009-07-25,65,1
2009-07-25,66,1
2009-07-25,70,2
2009-07-25,80,1
2009-07-25,86,2
2009-07-25,87,2
2009-07-25,92,1
2009-07-25,94,1
2009-07-25,95,1
2009-07-25,96,1
2009-07-25,100,1
2009-07-25,105,2
2009-07-25,106,2
2009-07-25,107,1
2009-07-25,108,2
2009-07-25,109,1
2009-07-25,113,3
2009-07-25,115,1
2009-07-25,116,1
2009-07-25,120,1
2009-07-25,122,1
2009-07-25,124,1
2009-07-25,128,2
2009-07-25,129,1
2009-07-25,130,1
2009-07-25,131,1
2009-07-25,132,1
2009-07-25,133,1
2009-07-25,136,1
2009-07-25,137,1
2009-07-25,141,1
2009-07-25,142,2
2009-07-25,144,1
2009-08-01,3,3
2009-08-01,4,1
2009-08-01,6,2
2009-08-01,9,2
2009-08-01,15,2
2009-08-01,16,1
2009-08-01,22,1
2009-08-01,23,2
2009-08-01,25,1
2009-08-01,28,1
2009-08-01,29,1
2009-08-01,40,1
2009-08-01,43,2
2009-08-01,50,1
2009-08-01,56,1
2009-08-01,59,1
2009-08-01,64,2
2009-08-01,67,1
2009-08-01,75,1
2009-08-01,76,1
2009-08-01,77,1
2009-08-01,79,2
2009-08-01,83,4
2009-08-01,84,2
2009-08-01,85,1
2009-08-01,86,1
2009-08-01,89,1
2009-08-01,93,1
2009-08-01,94,1
2009-08-01,97,1
2009-08-01,98,1
2009-08-01,101,1
2009-08-01,104,1
2009-08-01,107,1
2009-08-01,109,2
2009-08-01,110,2
2009-08-01,112,2
2009-08-01,115,1
2009-08-01,116,1
2009-08-01,117,1
2009-08-01,118,1
2009-08-01,120,1
2009-08-01,123,1
2009-08-01,124,1
2009-08-01,125,4
2009-08-01,126,1
2009-08-01,128,1
2009-08-01,130,1
2009-08-01,131,1
2009-08-01,132,2
2009-08-01,137,1
2009-08-01,138,1
2009-08-01,139,1
2009-08-01,141,1
2009-08-01,142,2
2009-08-01,144,1
2009-08-08,1,1
2009-08-08,2,1
2009-08-08,3,3
2009-08-08,4,3
2009-08-08,5,1
2009-08-08,7,1
2009-08-08,13,1
2009-08-08,15,1
2009-08-08,16,1
2009-08-08,18,3
2009-08-08,23,1
2009-08-08,25,1
2009-08-08,26,1
2009-08-08,32,1
2009-08-08,47,1
2009-08-08,51,2
2009-08-08,55,1
2009-08-08,56,1
2009-08-08,58,1
2009-08-08,59,2
2009-08-08,61,1
2009-08-08,69,1
2009-08-08,71,1
2009-08-08,75,1
2009-08-08,77,1
2009-08-08,78,1
2009-08-08,80,2
2009-08-08,84,1
2009-08-08,87,1
2009-08-08,88,1
2009-08-08,91,1
2009-08-08,92,1
2009-08-08,93,1
2009-08-08,96,1
2009-08-08,98,2
2009-08-08,99,1
2009-08-08,101,2
2009-08-08,106,1
2009-08-08,109,2
2009-08-08,112,2
2009-08-08,115,1
2009-08-08,117,1
2009-08-08,120,1
2009-08-08,122,1
2009-08-08,129,1
2009-08-08,130,1
2009-08-08,134,2
2009-08-08,139,1
2009-08-08,143,1
2009-08-08,144,1
2009-08-15,1,1
2009-08-15,2,1
2009-08-15,3,2
2009-08-15,4,1
2009-08-15,10,1
2009-08-15,12,1
2009-08-15,15,1
2009-08-15,17,2
2009-08-15,19,1
2009-08-15,22,1
2009-08-15,23,1
2009-08-15,25,1
2009-08-15,34,1
2009-08-15,39,2
2009-08-15,45,1
2009-08-15,48,2
2009-08-15,52,1
2009-08-15,59,1
2009-08-15,60,1
2009-08-15,61,1
2009-08-15,73,2
2009-08-15,77,2
2009-08-15,79,3
2009-08-15,81,1
2009-08-15,83,2
2009-08-15,84,1
2009-08-15,86,1
2009-08-15,87,1
2009-08-15,88,2
2009-08-15,89,1
2009-08-15,90,1
2009-08-15,91,1
2009-08-15,92,1
2009-08-15,95,1
2009-08-15,96,1
2009-08-15,101,1
2009-08-15,102,1
2009-08-15,105,1
2009-08-15,108,2
2009-08-15,109,1
2009-08-15,110,2
2009-08-15,111,1
2009-08-15,112,1
2009-08-15,114,2
2009-08-15,115,1
2009-08-15,117,1
2009-08-15,118,1
2009-08-15,119,2
2009-08-15,122,2
2009-08-15,126,1
2009-08-15,128,2
2009-08-15,129,1
2009-08-15,130,1
2009-08-15,135,2
2009-08-15,136,1
2009-08-15,137,1
2009-08-15,138,1
2009-08-15,139,1
2009-08-15,141,1
2009-08-15,142,1
2009-08-22,1,1
2009-08-22,8,1
2009-08-22,15,1
2009-08-22,18,1
2009-08-22,21,1
2009-08-22,22,1
2009-08-22,23,1
2009-08-22,24,2
2009-08-22,27,1
2009-08-22,31,2
2009-08-22,39,1
2009-08-22,41,1
2009-08-22,50,1
2009-08-22,65,2
2009-08-22,67,1
2009-08-22,68,1
2009-08-22,75,1
2009-08-22,76,2
2009-08-22,77,1
2009-08-22,78,1
2009-08-22,80,1
2009-08-22,82,1
2009-08-22,83,1
2009-08-22,85,1
2009-08-22,89,1
2009-08-22,92,1
2009-08-22,93,2
2009-08-22,98,1
2009-08-22,100,1
2009-08-22,101,1
2009-08-22,102,2
2009-08-22,112,1
2009-08-22,114,2
2009-08-22,117,1
2009-08-22,122,2
2009-08-22,123,1
2009-08-22,124,1
2009-08-22,126,1
2009-08-22,127,1
2009-08-22,132,1
2009-08-22,134,1
2009-08-22,135,2
2009-08-22,136,1
2009-08-22,138,1
2009-08-22,140,1
2009-08-22,142,1
2009-08-22,143,1
2009-08-29,2,1
2009-08-29,3,1
2009-08-29,5,1
2009-08-29,8,1
2009-08-29,9,2
2009-08-29,11,2
2009-08-29,12,2
2009-08-29,15,2
2009-08-29,16,1
2009-08-29,20,1
2009-08-29,24,1
2009-08-29,47,1
2009-08-29,50,1
2009-08-29,56,1
2009-08-29,57,1
2009-08-29,59,1
2009-08-29,62,1
2009-08-29,68,1
2009-08-29,69,1
2009-08-29,79,1
2009-08-29,83,1
2009-08-29,85,1
2009-08-29,86,1
2009-08-29,87,1
2009-08-29,88,1
2009-08-29,89,1
2009-08-29,94,1
2009-08-29,95,1
2009-08-29,97,1
2009-08-29,98,2
2009-08-29,99,1
2009-08-29,104,3
2009-08-29,106,1
2009-08-29,111,1
2009-08-29,113,1
2009-08-29,117,2
2009-08-29,120,1
2009-08-29,121,1
2009-08-29,125,1
2009-08-29,128,2
2009-08-29,129,1
2009-08-29,135,1
2009-08-29,138,1
2009-08-29,139,1
2009-08-29,141,1
2009-08-29,142,2
2009-08-29,144,1
2009-09-05,2,1
2009-09-05,3,1
2009-09-05,5,1
2009-09-05,6,1
2009-09-05,8,2
2009-09-05,9,2
2009-09-05,10,1
2009-09-05,14,1
2009-09-05,18,1
2009-09-05,23,1
2009-09-05,25,1
2009-09-05,26,1
2009-09-05,28,1
2009-09-05,38,1
2009-09-05,49,2
2009-09-05,55,2
2009-09-05,59,1
2009-09-05,60,1
2009-09-05,62,1
2009-09-05,64,1
2009-09-05,68,2
2009-09-05,71,1
2009-09-05,74,1
2009-09-05,80,1
2009-09-05,81,1
2009-09-05,82,1
2009-09-05,87,2
2009-09-05,88,2
2009-09-05,89,1
2009-09-05,90,1
2009-09-05,92,1
2009-09-05,94,1
2009-09-05,98,1
2009-09-05,101,1
2009-09-05,102,2
2009-09-05,108,1
2009-09-05,109,1
2009-09-05,112,1
2009-09-05,113,1
2009-09-05,115,1
2009-09-05,116,1
2009-09-05,117,2
2009-09-05,126,1
2009-09-05,128,1
2009-09-05,130,1
2009-09-05,132,1
2009-09-05,137,1
2009-09-05,138,2
2009-09-05,139,1
2009-09-05,140,1
2009-09-05,141,1
2009-09-05,142,1
2009-09-05,143,1
2009-09-05,144,1
2009-09-12,2,5
2009-09-12,3,1
2009-09-12,4,2
2009-09-12,7,2
2009-09-12,10,1
2009-09-12,11,2
2009-09-12,12,1
2009-09-12,17,2
2009-09-12,18,1
2009-09-12,24,1
2009-09-12,29,1
2009-09-12,30,2
2009-09-12,39,1
2009-09-12,44,1
2009-09-12,50,1
2009-09-12,51,1
2009-09-12,53,2
2009-09-12,54,1
2009-09-12,58,2
2009-09-12,59,1
2009-09-12,62,2
2009-09-12,63,1
2009-09-12,64,1
2009-09-12,67,1
2009-09-12,68,1
2009-09-12,70,1
2009-09-12,71,1
2009-09-12,73,1
2009-09-12,75,1
2009-09-12,77,1
2009-09-12,78,1
2009-09-12,79,1
2009-09-12,80,1
2009-09-12,83,2
2009-09-12,86,2
2009-09-12,89,1
2009-09-12,91,2
2009-09-12,93,1
2009-09-12,94,2
2009-09-12,96,5
2009-09-12,97,1
2009-09-12,99,2
2009-09-12,104,1
2009-09-12,106,1
2009-09-12,108,3
2009-09-12,110,5
2009-09-12,114,1
2009-09-12,115,1
2009-09-12,116,1
2009-09-12,120,2
2009-09-12,125,1
2009-09-12,126,1
2009-09-12,127,2
2009-09-12,129,3
2009-09-12,130,2
2009-09-12,132,1
2009-09-12,134,1
2009-09-12,135,1
2009-09-12,136,1
2009-09-12,137,1
2009-09-12,143,2
2009-09-19,1,1
2009-09-19,4,3
2009-09-19,5,1
2009-09-19,6,1
2009-09-19,9,1
2009-09-19,12,1
2009-09-19,14,2
2009-09-19,16,1
2009-09-19,17,1
2009-09-19,20,1
2009-09-19,21,1
2009-09-19,23,1
2009-09-19,24,1
2009-09-19,25,1
2009-09-19,26,1
2009-09-19,29,2
2009-09-19,31,1
2009-09-19,34,1
2009-09-19,37,1
2009-09-19,41,1
2009-09-19,46,1
2009-09-19,51,1
2009-09-19,53,1
2009-09-19,54,1
2009-09-19,59,1
2009-09-19,62,1
2009-09-19,64,1
2009-09-19,65,1
2009-09-19,70,1
2009-09-19,73,1
2009-09-19,74,1
2009-09-19,78,2
2009-09-19,79,1
2009-09-19,81,3
2009-09-19,82,1
2009-09-19,88,1
2009-09-19,89,2
2009-09-19,93,1
2009-09-19,96,1
2009-09-19,97,1
2009-09-19,98,1
2009-09-19,99,1
2009-09-19,101,1
2009-09-19,102,2
2009-09-19,104,1
2009-09-19,105,1
2009-09-19,106,1
2009-09-19,107,2
2009-09-19,108,3
2009-09-19,110,2
2009-09-19,111,1
2009-09-19,112,1
2009-09-19,114,1
2009-09-19,122,1
2009-09-19,123,1
2009-09-19,124,2
2009-09-19,126,2
2009-09-19,127,2
2009-09-19,128,1
2009-09-19,130,2
2009-09-19,131,2
2009-09-19,133,1
2009-09-19,135,2
2009-09-19,136,4
2009-09-19,139,1
2009-09-19,143,2
2009-09-26,1,1
2009-09-26,2,1
2009-09-26,6,1
2009-09-26,7,2
2009-09-26,8,1
2009-09-26,9,3
2009-09-26,10,1
2009-09-26,13,2
2009-09-26,19,1
2009-09-26,20,1
2009-09-26,24,2
2009-09-26,26,1
2009-09-26,29,1
2009-09-26,41,1
2009-09-26,47,1
2009-09-26,52,2
2009-09-26,56,1
2009-09-26,58,2
2009-09-26,59,1
2009-09-26,62,1
2009-09-26,68,1
2009-09-26,70,1
2009-09-26,72,1
2009-09-26,73,1
2009-09-26,75,1
2009-09-26,76,1
2009-09-26,77,1
2009-09-26,80,1
2009-09-26,83,1
2009-09-26,86,2
2009-09-26,87,3
2009-09-26,89,3
2009-09-26,92,1
2009-09-26,93,1
2009-09-26,99,1
2009-09-26,102,1
2009-09-26,103,2
2009-09-26,107,1
2009-09-26,111,1
2009-09-26,112,1
2009-09-26,113,1
2009-09-26,115,1
2009-09-26,116,2
2009-09-26,117,1
2009-09-26,118,1
2009-09-26,119,1
2009-09-26,120,2
2009-09-26,125,1
2009-09-26,126,1
2009-09-26,127,1
2009-09-26,129,2
2009-09-26,131,1
2009-09-26,135,2
2009-09-26,136,1
2009-09-26,137,1
2009-09-26,138,1
2009-09-26,139,1
2009-09-26,141,1
2009-09-26,143,1
2009-09-26,144,1
2009-10-03,1,2
2009-10-03,2,1
2009-10-03,3,2
2009-10-03,7,2
2009-10-03,8,1
2009-10-03,11,1
2009-10-03,12,1
2009-10-03,18,1
2009-10-03,20,1
2009-10-03,22,1
2009-10-03,27,1
2009-10-03,34,1
2009-10-03,41,1
2009-10-03,45,1
2009-10-03,49,2
2009-10-03,50,2
2009-10-03,51,1
2009-10-03,54,1
2009-10-03,55,1
2009-10-03,56,2
2009-10-03,58,2
2009-10-03,59,1
2009-10-03,60,1
2009-10-03,64,1
2009-10-03,69,2
2009-10-03,71,1
2009-10-03,72,1
2009-10-03,74,1
2009-10-03,75,2
2009-10-03,76,1
2009-10-03,77,1
2009-10-03,81,1
2009-10-03,82,2
2009-10-03,85,1
2009-10-03,89,1
2009-10-03,90,2
2009-10-03,91,1
2009-10-03,92,1
2009-10-03,93,1
2009-10-03,94,2
2009-10-03,95,2
2009-10-03,96,1
2009-10-03,97,1
2009-10-03,100,1
2009-10-03,101,1
2009-10-03,102,1
2009-10-03,103,1
2009-10-03,104,1
2009-10-03,106,1
2009-10-03,107,1
2009-10-03,109,1
2009-10-03,110,2
2009-10-03,111,2
2009-10-03,114,1
2009-10-03,115,1
2009-10-03,117,3
2009-10-03,118,1
2009-10-03,119,1
2009-10-03,120,1
2009-10-03,121,1
2009-10-03,123,3
2009-10-03,125,1
2009-10-03,126,1
2009-10-03,127,3
2009-10-03,129,1
2009-10-03,130,1
2009-10-03,131,1
2009-10-03,135,2
2009-10-03,136,1
2009-10-03,138,1
2009-10-03,139,1
2009-10-03,140,1
2009-10-03,141,2
2009-10-10,1,1
2009-10-10,3,1
2009-10-10,5,1
2009-10-10,6,1
2009-10-10,7,1
2009-10-10,11,1
2009-10-10,13,1
2009-10-10,14,1
2009-10-10,17,1
2009-10-10,18,2
2009-10-10,20,1
2009-10-10,21,2
2009-10-10,22,1
2009-10-10,23,1
2009-10-10,33,1
2009-10-10,34,1
2009-10-10,42,1
2009-10-10,50,1
2009-10-10,58,1
2009-10-10,62,1
2009-10-10,67,1
2009-10-10,71,1
2009-10-10,73,1
2009-10-10,74,3
2009-10-10,78,1
2009-10-10,80,1
2009-10-10,81,2
2009-10-10,82,1
2009-10-10,84,1
2009-10-10,87,2
2009-10-10,94,2
2009-10-10,95,1
2009-10-10,97,2
2009-10-10,98,2
2009-10-10,100,4
2009-10-10,102,1
2009-10-10,104,1
2009-10-10,106,1
2009-10-10,108,3
2009-10-10,112,1
2009-10-10,113,3
2009-10-10,115,1
2009-10-10,116,2
2009-10-10,117,1
2009-10-10,118,1
2009-10-10,119,1
2009-10-10,120,1
2009-10-10,121,1
2009-10-10,125,2
2009-10-10,126,1
2009-10-10,128,1
2009-10-10,130,1
2009-10-10,132,2
2009-10-10,135,1
2009-10-10,136,1
2009-10-10,139,2
2009-10-10,140,2
2009-10-10,141,1
2009-10-10,142,1
2009-10-10,143,1
2009-10-17,1,1
2009-10-17,4,2
2009-10-17,5,1
2009-10-17,6,1
2009-10-17,9,3
2009-10-17,10,1
2009-10-17,12,2
2009-10-17,13,2
2009-10-17,15,1
2009-10-17,18,1
2009-10-17,20,2
2009-10-17,22,1
2009-10-17,24,1
2009-10-17,26,1
2009-10-17,28,1
2009-10-17,36,1
2009-10-17,45,2
2009-10-17,49,1
2009-10-17,50,1
2009-10-17,51,1
2009-10-17,59,2
2009-10-17,61,1
2009-10-17,66,2
2009-10-17,71,1
2009-10-17,72,1
2009-10-17,73,3
2009-10-17,74,1
2009-10-17,75,1
2009-10-17,76,1
2009-10-17,77,1
2009-10-17,78,1
2009-10-17,79,1
2009-10-17,84,1
2009-10-17,88,1
2009-10-17,92,2
2009-10-17,94,1
2009-10-17,96,1
2009-10-17,97,1
2009-10-17,99,1
2009-10-17,102,1
2009-10-17,105,2
2009-10-17,109,1
2009-10-17,110,1
2009-10-17,112,2
2009-10-17,113,1
2009-10-17,114,1
2009-10-17,115,3
2009-10-17,117,1
2009-10-17,126,1
2009-10-17,127,1
2009-10-17,129,2
2009-10-17,130,1
2009-10-17,132,1
2009-10-17,137,1
2009-10-17,138,2
2009-10-17,144,1
2009-10-24,4,2
2009-10-24,6,2
2009-10-24,8,1
2009-10-24,9,1
2009-10-24,10,2
2009-10-24,12,1
2009-10-24,13,1
2009-10-24,15,2
2009-10-24,19,1
2009-10-24,23,2
2009-10-24,25,2
2009-10-24,27,1
2009-10-24,29,1
2009-10-24,42,1
2009-10-24,45,1
2009-10-24,60,1
2009-10-24,62,1
2009-10-24,64,1
2009-10-24,66,1
2009-10-24,69,2
2009-10-24,71,1
2009-10-24,72,1
2009-10-24,74,1
2009-10-24,76,1
2009-10-24,77,1
2009-10-24,78,1
2009-10-24,82,1
2009-10-24,84,2
2009-10-24,85,2
2009-10-24,86,1
2009-10-24,87,1
2009-10-24,90,1
2009-10-24,91,1
2009-10-24,92,1
2009-10-24,98,1
2009-10-24,101,2
2009-10-24,105,3
2009-10-24,108,2
2009-10-24,109,2
2009-10-24,111,2
2009-10-24,112,1
2009-10-24,113,1
2009-10-24,114,1
2009-10-24,115,1
2009-10-24,116,2
2009-10-24,117,1
2009-10-24,119,3
2009-10-24,122,4
2009-10-24,124,2
2009-10-24,125,1
2009-10-24,126,2
2009-10-24,127,1
2009-10-24,129,1
2009-10-24,130,1
2009-10-24,131,1
2009-10-24,134,1
2009-10-24,135,2
2009-10-24,136,2
2009-10-24,138,1
2009-10-24,139,1
2009-10-24,141,2
2009-10-24,142,2
2009-10-24,143,1
2009-10-24,144,2
2009-10-31,2,1
2009-10-31,4,1
2009-10-31,5,1
2009-10-31,6,1
2009-10-31,7,2
2009-10-31,9,1
2009-10-31,11,2
2009-10-31,13,3
